"['virustotal', 'url_scan', 'https://www.virustotal.com/api/v3/urls', 'POST', 'Submit a URL for scanning\n']"
"['virustotal', 'domain_scan', 'https://www.virustotal.com/api/v3/domains/id/analyse', 'POST', 'Retrieve a URL scan report\n']"
"['virustotal', 'Threat_catagories', 'https://www.virustotal.com/api/v3/popular_threat_categories', 'GET', 'Retrieve a list of popular threat categories\n']"
